state,race,type,all_workers_n,artists_n,artists_share,location_quotient
Wisconsin,Hispanic,Announcers,186120,20,1.074575542660649e-4,0.28223234569800987
Wyoming,Hispanic,Announcers,27680,0,NA,0
Puerto Rico,Hispanic,Announcers,1208905,510,4.2186937765994846e-4,0
Alabama,White,Announcers,1496830,675,4.5095301403633007e-4,1.0242311493086194
Alaska,White,Announcers,253950,155,6.103563693640481e-4,1.386277475087929
Arizona,White,Announcers,1857110,890,4.792392480790045e-4,1.0884765165672288
Arkansas,White,Announcers,1014735,270,2.6607932120208724e-4,0.6043350869811805
California,White,Announcers,7686845,3970,5.164667688759172e-4,1.1730298629800784
Colorado,White,Announcers,2172170,1050,4.8338758016177366e-4,1.097898453675085
Connecticut,White,Announcers,1329540,710,5.340192848654422e-4,1.2128961751359624
Delaware,White,Announcers,307920,105,3.409976617303196e-4,0.7744940517405201
District of Columbia,White,Announcers,183365,275,0.00149974095383524,3.406300330632957
Florida,White,Announcers,5285390,3190,6.035505421548836e-4,1.370819677917342
Georgia,White,Announcers,2773560,1035,3.7316661619002286e-4,0.8475580831867412
Hawaii,White,Announcers,177700,65,3.6578503095104103e-4,0.8307925903355664
Idaho,White,Announcers,688065,130,1.889356383481212e-4,0.429121793152188
Illinois,White,Announcers,4224420,1695,4.012385132160154e-4,0.9113166355398012
Indiana,White,Announcers,2724985,890,3.266073024255179e-4,0.7418098168181351
Iowa,White,Announcers,1463250,540,3.690415171706817e-4,0.838188914386261
Kansas,White,Announcers,1178420,355,3.0125082737903294e-4,0.684218691421678
Kentucky,White,Announcers,1787115,660,3.693103129904903e-4,0.8387994193454976
Louisiana,White,Announcers,1337315,870,6.50557273342481e-4,1.4775841451920533
Maine,White,Announcers,658985,130,1.9727307905339272e-4,0.4480582814559668
Maryland,White,Announcers,1690500,1035,6.122448979591836e-4,1.390566812897615
Massachusetts,White,Announcers,2791055,1155,4.1382201353968304e-4,0.9398970255087596
Michigan,White,Announcers,3807850,1505,3.95236156886432e-4,0.8976837289383303
Minnesota,White,Announcers,2524705,880,3.485555738195156e-4,0.7916600285597085
Mississippi,White,Announcers,787155,345,4.382872496522286e-4,0.995463916341516
Missouri,White,Announcers,2479115,1025,4.134539946714856e-4,0.9390611592951882
Montana,White,Announcers,472695,260,5.500375506404764e-4,1.2492778074879585
Nebraska,White,Announcers,845465,555,6.564434955911836e-4,1.4909532812022828
Nevada,White,Announcers,749805,505,6.735084455291709e-4,1.5297122045132394
New Hampshire,White,Announcers,690940,100,1.4473036732567227e-4,0.32872016784855
New Jersey,White,Announcers,2640925,1275,4.827853876955991e-4,1.0965307185396342
New Mexico,White,Announcers,374900,230,6.134969325153376e-4,1.3934105078115162
New York,White,Announcers,5774960,3210,5.558480058736338e-4,1.2624748569725497
North Carolina,White,Announcers,3309215,1285,3.883096142136428e-4,0.8819517556691273
North Dakota,White,Announcers,363175,170,4.680938941281752e-4,1.0631625296745952
Ohio,White,Announcers,4775955,1585,3.318707986151461e-4,0.7537645805826148
Oklahoma,White,Announcers,1276415,490,3.838876854314623e-4,0.8719084095604155
Oregon,White,Announcers,1600140,565,3.530941042658768e-4,0.8019682072624994
Pennsylvania,White,Announcers,5161830,1735,3.361211043370278e-4,0.7634181262490934
Rhode Island,White,Announcers,423445,195,4.6050844855884473e-4,1.0459340171873337
South Carolina,White,Announcers,1586190,535,3.3728620152692927e-4,0.7660643638763531
South Dakota,White,Announcers,398225,195,4.896729235984681e-4,1.1121740973266128
Tennessee,White,Announcers,2455855,905,3.685070983425324e-4,0.8369751107447947
Texas,White,Announcers,6162190,2720,4.4140151472122735e-4,1.0025372193056588
Utah,White,Announcers,1227970,520,4.234631139197212e-4,0.9617944627483088
Vermont,White,Announcers,319270,85,2.6623234253139976e-4,0.6046826380721193
Virginia,White,Announcers,2778485,1605,5.776529295641329e-4,1.3119994889341124
Washington,White,Announcers,2668545,1180,4.4218853345174994e-4,1.0043247427810549
West Virginia,White,Announcers,734535,245,3.3354435118816667e-4,0.7575656521398285
Wisconsin,White,Announcers,2597700,935,3.5993378758132193e-4,0.8175029004235057
Wyoming,White,Announcers,260685,95,3.6442449699829296e-4,0.8277024651767968
Puerto Rico,White,Announcers,13370,0,NA,0
Alabama,African-American,Announcers,581200,265,4.559532002752925e-4,1.0410684730034387
Alaska,African-American,Announcers,13760,0,NA,0
Arizona,African-American,Announcers,152575,0,NA,0
Arkansas,African-American,Announcers,200385,0,NA,0
California,African-American,Announcers,1066265,810,7.596610598678563e-4,1.734518321440234
Colorado,African-American,Announcers,118415,0,NA,0
Connecticut,African-American,Announcers,191785,75,3.910629089866256e-4,0.8929058185383475
Delaware,African-American,Announcers,105485,0,NA,0
District of Columbia,African-American,Announcers,149480,0,NA,0
Florida,African-American,Announcers,1569980,730,4.6497407610288023e-4,1.0616656514360283
Georgia,African-American,Announcers,1613775,880,5.453052625056157e-4,1.2450841810402873
Hawaii,African-American,Announcers,16455,0,NA,0
Idaho,African-American,Announcers,5195,0,NA,0
Illinois,African-American,Announcers,848255,310,3.654561423156952e-4,0.8344384199970819
Indiana,African-American,Announcers,292355,0,NA,0
Iowa,African-American,Announcers,56060,0,NA,0
Kansas,African-American,Announcers,83690,0,NA,0
Kentucky,African-American,Announcers,176080,0,NA,0
Louisiana,African-American,Announcers,656860,165,2.511950796212283e-4,0.5735485085077937
Maine,African-American,Announcers,8410,0,NA,0
Maryland,African-American,Announcers,957780,485,5.063793355467853e-4,1.1562054204244931
Massachusetts,African-American,Announcers,260415,0,NA,0
Michigan,African-American,Announcers,624375,255,4.084084084084084e-4,0.9325104371387094
Minnesota,African-American,Announcers,171180,160,9.346886318495152e-4,2.1341551415928897
Mississippi,African-American,Announcers,488460,90,1.8425254882692543e-4,0.4207000182001645
Missouri,African-American,Announcers,340530,220,6.460517428714065e-4,1.4751165273678457
Montana,African-American,Announcers,2855,0,NA,0
Nebraska,African-American,Announcers,45795,0,NA,0
Nevada,African-American,Announcers,125635,70,5.571695785410117e-4,1.2721737274471168
New Hampshire,African-American,Announcers,9675,0,NA,0
New Jersey,African-American,Announcers,584190,225,3.851486673856109e-4,0.8794019535170593
New Mexico,African-American,Announcers,19190,0,NA,0
New York,African-American,Announcers,1375735,720,5.233566057416581e-4,1.1949692688783953
North Carolina,African-American,Announcers,1079195,270,2.501864815904447e-4,0.5712455975705568
North Dakota,African-American,Announcers,12445,0,NA,0
Ohio,African-American,Announcers,680665,160,2.350642386489683e-4,0.536717294319336
Oklahoma,African-American,Announcers,134195,0,NA,0
Oregon,African-American,Announcers,39020,0,NA,0
Pennsylvania,African-American,Announcers,636035,365,5.738677902945592e-4,1.3103004075573952
Rhode Island,African-American,Announcers,31000,0,NA,0
South Carolina,African-American,Announcers,638810,175,2.739468699613344e-4,0.6254971988847173
South Dakota,African-American,Announcers,8670,0,NA,0
Tennessee,African-American,Announcers,554550,60,1.0819583446037328e-4,0.24704130182436493
Texas,African-American,Announcers,1699445,655,3.854199459235221e-4,0.8800213581687898
Utah,African-American,Announcers,16855,0,NA,0
Vermont,African-American,Announcers,4210,0,NA,0
Virginia,African-American,Announcers,837445,280,3.3435031554311027e-4,0.7634151317295751
Washington,African-American,Announcers,147305,235,0.00159532941855334,3.6425825297596672
West Virginia,African-American,Announcers,29055,0,NA,0
Wisconsin,African-American,Announcers,160610,70,4.3583836622875286e-4,0.9951406901676016
Wyoming,African-American,Announcers,2975,0,NA,0
Puerto Rico,African-American,Announcers,1405,0,NA,0
Alabama,Asian,Announcers,33515,0,NA,0
Alaska,Asian,Announcers,26420,0,NA,0
Arizona,Asian,Announcers,120580,0,NA,0
Arkansas,Asian,Announcers,24295,0,NA,0
California,Asian,Announcers,3008795,1065,3.5396230052230207e-4,1.1721029097529363
Colorado,Asian,Announcers,97015,20,2.0615368757408647e-4,0.6826527477794487
Connecticut,Asian,Announcers,89425,70,7.827788649706458e-4,2.592076568525371
Delaware,Asian,Announcers,19880,0,NA,0
District of Columbia,Asian,Announcers,19090,0,NA,0
Florida,Asian,Announcers,292825,20,6.830017928797063e-5,0.22616769854289495
Georgia,Asian,Announcers,217095,0,NA,0
Hawaii,Asian,Announcers,290190,70,2.41221268823874e-4,0.798774758400983
Idaho,Asian,Announcers,12030,0,NA,0
Illinois,Asian,Announcers,378055,115,3.0418854399492137e-4,1.0072831965546905
Indiana,Asian,Announcers,76575,0,NA,0
Iowa,Asian,Announcers,40760,0,NA,0
Kansas,Asian,Announcers,46470,0,NA,0
Kentucky,Asian,Announcers,33565,0,NA,0
Louisiana,Asian,Announcers,41430,0,NA,0
Maine,Asian,Announcers,8235,0,NA,0
Maryland,Asian,Announcers,213470,110,5.152948892115988e-4,1.7063360649834998
Massachusetts,Asian,Announcers,249930,55,2.200616172528308e-4,0.7287071575881802
Michigan,Asian,Announcers,163870,0,NA,0
Minnesota,Asian,Announcers,143550,80,5.57297109021247e-4,1.845421283896154
Mississippi,Asian,Announcers,14850,0,NA,0
Missouri,Asian,Announcers,63375,0,NA,0
Montana,Asian,Announcers,4980,0,NA,0
Nebraska,Asian,Announcers,24515,0,NA,0
Nevada,Asian,Announcers,131920,0,NA,0
New Hampshire,Asian,Announcers,20330,0,NA,0
New Jersey,Asian,Announcers,450385,110,2.442354874163216e-4,0.8087559749814662
New Mexico,Asian,Announcers,16455,0,NA,0
New York,Asian,Announcers,864770,405,4.68332620234282e-4,1.5508262492893143
North Carolina,Asian,Announcers,154710,0,NA,0
North Dakota,Asian,Announcers,6855,0,NA,0
Ohio,Asian,Announcers,136125,0,NA,0
Oklahoma,Asian,Announcers,44710,0,NA,0
Oregon,Asian,Announcers,98010,45,4.591368227731864e-4,1.520375489573536
Pennsylvania,Asian,Announcers,227500,0,NA,0
Rhode Island,Asian,Announcers,18645,0,NA,0
South Carolina,Asian,Announcers,41915,0,NA,0
South Dakota,Asian,Announcers,7135,0,NA,0
Tennessee,Asian,Announcers,62925,0,NA,0
Texas,Asian,Announcers,712575,175,2.455881836999614e-4,0.8132352634472908
Utah,Asian,Announcers,40990,0,NA,0
Vermont,Asian,Announcers,6080,0,NA,0
Virginia,Asian,Announcers,304945,155,5.082883798717802e-4,1.6831348653859877
Washington,Asian,Announcers,355135,35,9.855407098708942e-5,0.3263497643718323
West Virginia,Asian,Announcers,7825,0,NA,0
Wisconsin,Asian,Announcers,85760,0,NA,0
Wyoming,Asian,Announcers,2835,0,NA,0
Puerto Rico,Asian,Announcers,1335,0,NA,0
Alabama,Other,Announcers,43075,0,NA,0
Alaska,Other,Announcers,71330,30,4.205804009533156e-4,0.929175112122018
Arizona,Other,Announcers,182520,80,4.3830813061582295e-4,0.9683404302383452
Arkansas,Other,Announcers,37895,0,NA,0
California,Other,Announcers,688910,590,8.564253676097023e-4,1.8920737513425312
Colorado,Other,Announcers,87510,0,NA,0
Connecticut,Other,Announcers,41230,0,NA,0
Delaware,Other,Announcers,10885,0,NA,0
District of Columbia,Other,Announcers,11085,0,NA,0
Florida,Other,Announcers,214840,20,9.30925339787749e-5,0.20566642073997252
Georgia,Other,Announcers,102865,0,NA,0
Hawaii,Other,Announcers,198250,195,9.836065573770492e-4,2.1730511720545427
Idaho,Other,Announcers,25710,0,NA,0
Illinois,Other,Announcers,112345,0,NA,0
Indiana,Other,Announcers,61485,0,NA,0
Iowa,Other,Announcers,27340,0,NA,0
Kansas,Other,Announcers,43715,0,NA,0
Kentucky,Other,Announcers,36080,0,NA,0
Louisiana,Other,Announcers,42460,0,NA,0
Maine,Other,Announcers,14700,0,NA,0
Maryland,Other,Announcers,85910,25,2.910022116168083e-4,0.6429020753081087
Massachusetts,Other,Announcers,97815,0,NA,0
Michigan,Other,Announcers,120390,70,5.814436414984634e-4,1.2845652330859287
Minnesota,Other,Announcers,83065,0,NA,0
Mississippi,Other,Announcers,17430,0,NA,0
Missouri,Other,Announcers,70070,0,NA,0
Montana,Other,Announcers,37130,0,NA,0
Nebraska,Other,Announcers,24240,0,NA,0
Nevada,Other,Announcers,69460,0,NA,0
New Hampshire,Other,Announcers,12270,0,NA,0
New Jersey,Other,Announcers,85410,0,NA,0
New Mexico,Other,Announcers,91840,15,1.633275261324042e-4,0.36083438995896966
New York,Other,Announcers,234265,100,4.268670095831644e-4,0.9430639197442148
North Carolina,Other,Announcers,145630,0,NA,0
North Dakota,Other,Announcers,23305,15,6.436387041407423e-4,1.4219708377529188
Ohio,Other,Announcers,121180,40,3.3008747318039283e-4,0.7292519199830947
Oklahoma,Other,Announcers,242885,50,2.0585873973279532e-4,0.454797268581589
Oregon,Other,Announcers,93460,0,NA,0
Pennsylvania,Other,Announcers,104810,0,NA,0
Rhode Island,Other,Announcers,16140,0,NA,0
South Carolina,Other,Announcers,46335,0,NA,0
South Dakota,Other,Announcers,32695,40,0.00122342865881633,2.7028826323153816
Tennessee,Other,Announcers,60575,0,NA,0
Texas,Other,Announcers,261190,105,4.020062023814082e-4,0.8881397167457501
Utah,Other,Announcers,57995,0,NA,0
Vermont,Other,Announcers,5900,0,NA,0
Virginia,Other,Announcers,128845,55,0.00122342865881633,2.7028826323153816
Washington,Other,Announcers,214925,15,4.020062023814082e-4,0.8881397167457501
West Virginia,Other,Announcers,10700,0,NA,0
Wisconsin,Other,Announcers,66920,0,NA,0
Wyoming,Other,Announcers,10830,0,NA,0
Puerto Rico,Other,Announcers,2275,0,NA,0
Alabama,Hispanic,Writers And Authors,88165,60,6.805421652583225e-4,1.3554495082251374
Alaska,Hispanic,Writers And Authors,26875,0,NA,0
Arizona,Hispanic,Writers And Authors,1033370,525,5.080464886729826e-4,1.011886402315585
Arkansas,Hispanic,Writers And Authors,101405,0,NA,0
California,Hispanic,Writers And Authors,7470730,3735,4.999511426594188e-4,0.9957627389583962
Colorado,Hispanic,Writers And Authors,594525,320,5.382448172911148e-4,1.0720330203567037
Connecticut,Hispanic,Writers And Authors,288845,45,1.5579289930585608e-4,0.3102958487060601
Delaware,Hispanic,Writers And Authors,41365,0,NA,0
District of Columbia,Hispanic,Writers And Authors,44885,85,0.00189372841706583,3.7717769488236175
Florida,Hispanic,Writers And Authors,2752995,1610,5.848176258947073e-4,1.1647930192826206
Georgia,Hispanic,Writers And Authors,467240,115,2.461261878263847e-4,0.49021447498990384
Hawaii,Hispanic,Writers And Authors,69470,0,NA,0
Idaho,Hispanic,Writers And Authors,101285,35,3.455595596583897e-4,0.688257920100611
Illinois,Hispanic,Writers And Authors,1100445,425,3.862073979162975e-4,0.7692170365077222
Indiana,Hispanic,Writers And Authors,212120,75,3.535734489911371e-4,0.704219344549484
Iowa,Hispanic,Writers And Authors,90730,0,NA,0
Kansas,Hispanic,Writers And Authors,167495,125,7.462909340577331e-4,1.486402652475562
Kentucky,Hispanic,Writers And Authors,76325,0,NA,0
Louisiana,Hispanic,Writers And Authors,113925,45,3.949967083607637e-4,0.7867228827693827
Maine,Hispanic,Writers And Authors,10935,0,NA,0
Maryland,Hispanic,Writers And Authors,321570,65,2.0213328357744816e-4,0.4025929234186181
Massachusetts,Hispanic,Writers And Authors,401715,385,9.583908990204496e-4,1.9088464155216864
Michigan,Hispanic,Writers And Authors,236520,120,5.073566717402334e-4,1.0105124800665417
Minnesota,Hispanic,Writers And Authors,149745,130,8.681425089318509e-4,1.7290968831510234
Mississippi,Hispanic,Writers And Authors,38780,0,NA,0
Missouri,Hispanic,Writers And Authors,121550,0,NA,0
Montana,Hispanic,Writers And Authors,19215,0,NA,0
Nebraska,Hispanic,Writers And Authors,99485,0,NA,0
Nevada,Hispanic,Writers And Authors,430565,195,4.5289329137296336e-4,0.9020366707725314
New Hampshire,Hispanic,Writers And Authors,25860,0,NA,0
New Jersey,Hispanic,Writers And Authors,928940,470,5.059530217236851e-4,1.007716802117728
New Mexico,Hispanic,Writers And Authors,459615,275,5.983268605245695e-4,1.191699633406367
New York,Hispanic,Writers And Authors,1819490,1465,8.051706796959587e-4,1.6036746252407763
North Carolina,Hispanic,Writers And Authors,451040,175,3.879921958141185e-4,0.7727718543520573
North Dakota,Hispanic,Writers And Authors,14510,0,NA,0
Ohio,Hispanic,Writers And Authors,204545,215,0.00105111344691877,2.093523777728119
Oklahoma,Hispanic,Writers And Authors,187725,0,NA,0
Oregon,Hispanic,Writers And Authors,266060,165,6.201608659700819e-4,1.235186860876646
Pennsylvania,Hispanic,Writers And Authors,423215,130,3.071724773460298e-4,0.611801596747398
Rhode Island,Hispanic,Writers And Authors,78695,0,NA,0
South Carolina,Hispanic,Writers And Authors,134610,95,7.057425154149024e-4,1.4056415521139562
South Dakota,Hispanic,Writers And Authors,15565,0,NA,0
Tennessee,Hispanic,Writers And Authors,167595,45,2.685044303231003e-4,0.5347856703332553
Texas,Hispanic,Writers And Authors,5220455,2075,3.9747493274053697e-4,0.7916588120744541
Utah,Hispanic,Writers And Authors,213410,55,2.5771988191743595e-4,0.5133058685235625
Vermont,Hispanic,Writers And Authors,6470,0,NA,0
Virginia,Hispanic,Writers And Authors,427525,235,5.496754575755804e-4,1.094799656346696
Washington,Hispanic,Writers And Authors,448570,345,7.691107296520053e-4,1.5318532979977442
West Virginia,Hispanic,Writers And Authors,12005,0,NA,0
Wisconsin,Hispanic,Writers And Authors,186120,95,5.104233827638083e-4,1.0166205100476016
Wyoming,Hispanic,Writers And Authors,27680,0,NA,0
Puerto Rico,Hispanic,Writers And Authors,1208905,175,1.447591001774333e-4,0
Alabama,White,Writers And Authors,1496830,1465,9.787350600936643e-4,0.4895305608679569
Alaska,White,Writers And Authors,253950,425,0.00167355778696593,0.8370576630002095
Arizona,White,Writers And Authors,1857110,3135,0.00168810678958166,0.8443345877788755
Arkansas,White,Writers And Authors,1014735,1015,0.00100026115192636,0.5002971924496933
California,White,Writers And Authors,7686845,34710,0.00451550668707382,2.258505504967522
Colorado,White,Writers And Authors,2172170,5345,0.0024606729675854,1.2307463654356352
Connecticut,White,Writers And Authors,1329540,2555,0.00192171728567775,0.961178749024736
Delaware,White,Writers And Authors,307920,365,0.00118537282411015,0.5928838631455051
District of Columbia,White,Writers And Authors,183365,2840,0.01548823385051672,7.746696846613362
Florida,White,Writers And Authors,5285390,8315,0.00157320462633788,0.7868643665605978
Georgia,White,Writers And Authors,2773560,3600,0.00129797083892181,0.6492016263388413
Hawaii,White,Writers And Authors,177700,450,0.00253235790658413,1.2666007757093112
Idaho,White,Writers And Authors,688065,895,0.0013007492024736,0.6505912709150456
Illinois,White,Writers And Authors,4224420,8125,0.00192334095568149,0.9619908544861648
Indiana,White,Writers And Authors,2724985,2730,0.00100184037710299,0.5010870680942601
Iowa,White,Writers And Authors,1463250,1800,0.00123013839056893,0.6152741031089549
Kansas,White,Writers And Authors,1178420,1760,0.00149352522869605,0.7470113953045197
Kentucky,White,Writers And Authors,1787115,1550,8.673196744473635e-4,0.43380430925137137
Louisiana,White,Writers And Authors,1337315,1115,8.337601836515705e-4,0.41701897374889607
Maine,White,Writers And Authors,658985,1140,0.0017299331547759,0.8652547375185266
Maryland,White,Writers And Authors,1690500,4985,0.00294883170659568,1.4749070489994014
Massachusetts,White,Writers And Authors,2791055,7100,0.00254384094903181,1.2723442096978197
Michigan,White,Writers And Authors,3807850,5265,0.00138267001063592,0.6915653207898084
Minnesota,White,Writers And Authors,2524705,4430,0.00175466044547778,0.8776225017681075
Mississippi,White,Writers And Authors,787155,460,5.843829995363048e-4,0.29228884218915097
Missouri,White,Writers And Authors,2479115,3030,0.001222210345224,0.6113087598383026
Montana,White,Writers And Authors,472695,665,0.00140682681221506,0.703647745449942
Nebraska,White,Writers And Authors,845465,940,0.00111181420874903,0.5560923025867603
Nevada,White,Writers And Authors,749805,1425,0.0019004941284734,0.9505636352179004
New Hampshire,White,Writers And Authors,690940,925,0.00133875589776246,0.6696009494481874
New Jersey,White,Writers And Authors,2640925,5685,0.00215265484631331,1.0766859973014935
New Mexico,White,Writers And Authors,374900,1155,0.00308082155241397,1.5409239578512433
New York,White,Writers And Authors,5774960,22705,0.00393162896366381,1.9664693850068724
North Carolina,White,Writers And Authors,3309215,5755,0.00173908313603075,0.8698312522856454
North Dakota,White,Writers And Authors,363175,305,8.398155159358435e-4,0.42004764854581034
Ohio,White,Writers And Authors,4775955,5485,0.001148461407195,0.574422006243006
Oklahoma,White,Writers And Authors,1276415,1260,9.87139762538046e-4,0.4937343120865274
Oregon,White,Writers And Authors,1600140,4740,0.00296224080392965,1.4816138312597666
Pennsylvania,White,Writers And Authors,5161830,7880,0.00152659037589382,0.7635494766636945
Rhode Island,White,Writers And Authors,423445,870,0.00205457615510869,1.0276303144387573
South Carolina,White,Writers And Authors,1586190,2095,0.00132077493868956,0.6606074747696975
South Dakota,White,Writers And Authors,398225,325,8.161215393307803e-4,0.4081967134668536
Tennessee,White,Writers And Authors,2455855,3065,0.00124803785239763,0.6242268155901025
Texas,White,Writers And Authors,6162190,10275,0.00166742667785316,0.8339910871666729
Utah,White,Writers And Authors,1227970,2435,0.00198294746614331,0.9918040385514868
Vermont,White,Writers And Authors,319270,895,0.00280326995959532,1.4021019288444292
Virginia,White,Writers And Authors,2778485,6655,0.002395190184579,1.1979940662697592
Washington,White,Writers And Authors,2668545,5810,0.00217721642318192,1.0889708770309865
West Virginia,White,Writers And Authors,734535,715,9.734049432634252e-4,0.48686461459936287
Wisconsin,White,Writers And Authors,2597700,3625,0.00139546521923239,0.6979650564241436
Wyoming,White,Writers And Authors,260685,290,0.00111245372767899,0.5564121685783219
Puerto Rico,White,Writers And Authors,13370,0,NA,0
Alabama,African-American,Writers And Authors,581200,370,6.366139022711631e-4,0.9974779209646778
Alaska,African-American,Writers And Authors,13760,0,NA,0
Arizona,African-American,Writers And Authors,152575,70,4.5879075864329016e-4,0.7188558880927314
Arkansas,African-American,Writers And Authors,200385,0,NA,0
California,African-American,Writers And Authors,1066265,2085,0.00195542383928948,3.0638540862220074
Colorado,African-American,Writers And Authors,118415,165,0.0013934045517882,2.1832546704083704
Connecticut,African-American,Writers And Authors,191785,60,3.1285032718930054e-4,0.4901892541532677
Delaware,African-American,Writers And Authors,105485,0,NA,0
District of Columbia,African-American,Writers And Authors,149480,275,0.00183971099812684,2.8825495249800106
Florida,African-American,Writers And Authors,1569980,725,4.6178932215697015e-4,0.7235541846408203
Georgia,African-American,Writers And Authors,1613775,970,6.010751188982355e-4,0.9417940101578688
Hawaii,African-American,Writers And Authors,16455,25,0.00151929504709814,2.380506079909461
Idaho,African-American,Writers And Authors,5195,0,NA,0
Illinois,African-American,Writers And Authors,848255,430,5.069230361153191e-4,0.7942719038171954
Indiana,African-American,Writers And Authors,292355,125,4.275623813514392e-4,0.6699257331824353
Iowa,African-American,Writers And Authors,56060,0,NA,0
Kansas,African-American,Writers And Authors,83690,100,0.00119488588839765,1.8722058809850728
Kentucky,African-American,Writers And Authors,176080,30,1.7037710131758292e-4,0.2669552081661302
Louisiana,African-American,Writers And Authors,656860,185,2.8164296806016504e-4,0.44129203153234375
Maine,African-American,Writers And Authors,8410,0,NA,0
Maryland,African-American,Writers And Authors,957780,970,0.00101275867109357,1.5868400141394838
Massachusetts,African-American,Writers And Authors,260415,165,6.336040550659524e-4,0.9927619445746488
Michigan,African-American,Writers And Authors,624375,360,5.765765765765766e-4,0.9034084911258564
Minnesota,African-American,Writers And Authors,171180,80,4.673443159247576e-4,0.7322580216363626
Mississippi,African-American,Writers And Authors,488460,145,2.968513286656021e-4,0.4651212376867687
Missouri,African-American,Writers And Authors,340530,165,4.8453880715355473e-4,0.7591991947740497
Montana,African-American,Writers And Authors,2855,0,NA,0
Nebraska,African-American,Writers And Authors,45795,0,NA,0
Nevada,African-American,Writers And Authors,125635,50,3.979782703864369e-4,0.6235718954894761
New Hampshire,African-American,Writers And Authors,9675,0,NA,0
New Jersey,African-American,Writers And Authors,584190,310,5.306492750646193e-4,0.8314473400039134
New Mexico,African-American,Writers And Authors,19190,0,NA,0
New York,African-American,Writers And Authors,1375735,1385,0.00100673458187805,1.5774011753630053
North Carolina,African-American,Writers And Authors,1079195,560,5.189052951505521e-4,0.813046295624042
North Dakota,African-American,Writers And Authors,12445,0,NA,0
Ohio,African-American,Writers And Authors,680665,150,2.2037272373340777e-4,0.34529080424211767
Oklahoma,African-American,Writers And Authors,134195,0,NA,0
Oregon,African-American,Writers And Authors,39020,125,0.00320348539210661,5.019378209240156
Pennsylvania,African-American,Writers And Authors,636035,455,7.153694372165054e-4,1.120875960155283
Rhode Island,African-American,Writers And Authors,31000,0,NA,0
South Carolina,African-American,Writers And Authors,638810,290,4.539690987930684e-4,0.7113010746872436
South Dakota,African-American,Writers And Authors,8670,0,NA,0
Tennessee,African-American,Writers And Authors,554550,240,4.327833378414931e-4,0.6781061841693945
Texas,African-American,Writers And Authors,1699445,770,4.530890967345221e-4,0.7099222442522314
Utah,African-American,Writers And Authors,16855,0,NA,0
Vermont,African-American,Writers And Authors,4210,0,NA,0
Virginia,African-American,Writers And Authors,837445,470,5.612308868045066e-4,0.8793641108900423
Washington,African-American,Writers And Authors,147305,60,4.073181494178745e-4,0.6382060765607713
West Virginia,African-American,Writers And Authors,29055,0,NA,0
Wisconsin,African-American,Writers And Authors,160610,0,NA,0
Wyoming,African-American,Writers And Authors,2975,0,NA,0
Puerto Rico,African-American,Writers And Authors,1405,0,NA,0
Alabama,Asian,Writers And Authors,33515,0,NA,0
Alaska,Asian,Writers And Authors,26420,0,NA,0
Arizona,Asian,Writers And Authors,120580,170,0.00140985238016254,1.4351388374764382
Arkansas,Asian,Writers And Authors,24295,0,NA,0
California,Asian,Writers And Authors,3008795,3220,0.00107019587575757,1.0893904118030575
Colorado,Asian,Writers And Authors,97015,55,5.669226408287377e-4,0.5770907019387536
Connecticut,Asian,Writers And Authors,89425,30,3.3547665641599103e-4,0.34149360987270083
Delaware,Asian,Writers And Authors,19880,0,NA,0
District of Columbia,Asian,Writers And Authors,19090,95,0.00497642744892614,5.065682339745584
Florida,Asian,Writers And Authors,292825,180,6.147016135917356e-4,0.6257266161604974
Georgia,Asian,Writers And Authors,217095,100,4.606278357401138e-4,0.46888944260755694
Hawaii,Asian,Writers And Authors,290190,115,3.9629208449636446e-4,0.4033997952180321
Idaho,Asian,Writers And Authors,12030,0,NA,0
Illinois,Asian,Writers And Authors,378055,295,7.8030974329132e-4,0.7943050163376185
Indiana,Asian,Writers And Authors,76575,70,9.141364675155076e-4,0.9305319945154596
Iowa,Asian,Writers And Authors,40760,30,7.360157016683023e-4,0.7492165373617831
Kansas,Asian,Writers And Authors,46470,0,NA,0
Kentucky,Asian,Writers And Authors,33565,0,NA,0
Louisiana,Asian,Writers And Authors,41430,0,NA,0
Maine,Asian,Writers And Authors,8235,0,NA,0
Maryland,Asian,Writers And Authors,213470,180,8.43209818709889e-4,0.8583332382873362
Massachusetts,Asian,Writers And Authors,249930,375,0.00150042011763293,1.5273309558109407
Michigan,Asian,Writers And Authors,163870,105,6.407518154634772e-4,0.6522440423508389
Minnesota,Asian,Writers And Authors,143550,140,9.75269940787182e-4,0.9927619293628884
Mississippi,Asian,Writers And Authors,14850,0,NA,0
Missouri,Asian,Writers And Authors,63375,65,0.00102564102564102,1.0440364465937189
Montana,Asian,Writers And Authors,4980,0,NA,0
Nebraska,Asian,Writers And Authors,24515,0,NA,0
Nevada,Asian,Writers And Authors,131920,150,0.00113705275924802,1.1574464092960233
New Hampshire,Asian,Writers And Authors,20330,0,NA,0
New Jersey,Asian,Writers And Authors,450385,420,9.325354974077732e-4,0.9492610208602148
New Mexico,Asian,Writers And Authors,16455,0,NA,0
New York,Asian,Writers And Authors,864770,1585,0.00183285729153416,1.8657305684225496
North Carolina,Asian,Writers And Authors,154710,60,3.878223773511732e-4,0.394778179340266
North Dakota,Asian,Writers And Authors,6855,0,NA,0
Ohio,Asian,Writers And Authors,136125,65,4.775022956841138e-4,0.48606655502572577
